REGIONAL;GERENTE;GRUPO ECONOMICO;NOME SIGA;Inscritos ENEM 25.1;Inscritos Total CPF Único;Inscritos EX ENEM;Adiantamento da VCP - Nov;Adiantamento da VCP - Jan;TOP 25;Possui time comercial;Quantidade time comercial;% do CE nas matrículas do Polo;Aportes;Expectativa Matricula Enem;META 100% ONLINE;REAL 25.1;% META;META HIBRIDO;REAL 25.1;% META;META PRESENCIAL;REAL 25.1;% META;META HIBRIDO LAB;REAL 25.1;% META;META TOTAL;REAL 25.1;% META
SUDESTE;MARCOS MALACARNE;GE7-ELZITA FLOR DE MAIO;[ANHANGUERA/UNOPAR] - MINAS NOVAS/MG - I(11911872);370;452;82;SIM; NÃO;NÃO;SIM;2;0%;0;0;115;91;79%;0;0;0%;0;0;0%;112;62;55%;227;153;67%
CENTRO OESTE/NORTE;CARLOS SOARES;GE12-NEUSA DIVINA DA SILVEIRA FERREIRA;[ANHANGUERA/UNOPAR] - MINEIROS/GO - I(3146);98;335;237;SIM; NÃO;NÃO;SIM;3;0%;0;357;97;74;76%;75;29;38%;0;0;0%;14;34;242%;186;137;74%
SUDESTE;MARCOS MALACARNE;GE5-DANIELA MOTA;[ANHANGUERA/UNOPAR] - MIRABELA/MG - I(15074703);0;91;91;SIM; SIM;NÃO;SIM;2;0%;0;0;63;22;35%;0;0;0%;0;0;0%;1;0;0%;64;22;35%
SUDESTE;CONSUELO NOBREGA;GE4-WILKINSON FERNANDO DOS SANTOS;[ANHANGUERA/UNOPAR] - MIRADOURO/MG - I(13882848);73;141;68;SIM; NÃO;NÃO;NÃO;0;100%;0;0;66;12;18%;0;0;0%;0;0;0%;2;0;0%;68;15;22%
SUDESTE;CONSUELO NOBREGA;GE3-ELIANE CRISTINA PEREIRA DE MEDEIROS;[ANHANGUERA/UNOPAR] - MIRAI/MG - I(13843302);44;78;34;SIM; NÃO;NÃO;SIM;2;0%;0;34;36;15;42%;0;0;0%;0;0;0%;6;1;17%;42;16;38%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE5-ALANDERSON KROMINSKI;[ANHANGUERA/UNOPAR] - MIRASSOL DOESTE/MT - I(1074640);537;604;67;SIM; NÃO;NÃO;SIM;2;0%;1;33;190;41;22%;24;20;82%;0;0;0%;63;33;52%;278;94;34%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE2-DACIVALDO JOSE CONCEICAO MEIRELES;[ANHANGUERA/UNOPAR] - MOCAJUBA/PA - I(14965089);490;439;-51;SIM; NÃO;NÃO;SIM;6;0%;0;34;117;42;36%;0;0;0%;0;0;0%;0;0;0%;117;42;36%
SUL;TBD;GI-JORTAN MARTINI;[ANHANGUERA/UNOPAR] - MODELO/SC - I(15128724);0;24;24;SIM; NÃO;NÃO;SIM;1;0%;0;0;50;10;20%;0;0;0%;0;0;0%;0;1;0%;50;11;22%
SUDESTE;MARCOS MALACARNE;GE7-RONAN RAMOS;[ANHANGUERA/UNOPAR] - MOEMA/MG - I(15058352);10;26;16;SIM; NÃO;NÃO;SIM;7;0%;1;0;25;7;28%;0;0;0%;0;0;0%;0;0;0%;25;7;28%
SP INTERIOR;VICTOR CARVAS;GE15-LEONARDO WINOCUR;[ANHANGUERA/UNOPAR] - MOGI GUACU/SP - I(7075);224;654;430;SIM; NÃO;SIM;SIM;3;0%;1;0;245;149;61%;94;45;48%;0;0;0%;134;81;61%;473;276;58%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE4-ADRIANO AUGUSTO ADDARIO DOS SANTOS;[ANHANGUERA/UNOPAR] - MOJU/PA - I(15036618);336;466;130;SIM; NÃO;NÃO;NÃO;0;0%;0;22;40;24;60%;21;10;48%;0;0;0%;86;35;41%;146;69;47%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - MOJUI DOS CAMPOS/PA - I(15010033);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE2-ARIF MARQUES DE ARAUJO;[ANHANGUERA/UNOPAR] - MONTE ALEGRE/PA - I(6066781);474;508;34;SIM; NÃO;NÃO;SIM;2;0%;0;0;31;16;51%;2;3;150%;0;0;0%;56;23;41%;89;42;47%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE2-GLAUBER DA SILVA BRILHANTE;[ANHANGUERA/UNOPAR] - MONTE DOURADO/PA - I(1051693);0;63;63;SIM; SIM;NÃO;SIM;1;0%;0;0;54;14;26%;3;0;0%;0;0;0%;0;0;0%;57;14;25%
SUDESTE;MARCOS MALACARNE;GE11-IZAURO GUIMARAES;[ANHANGUERA/UNOPAR] - MONTES CLAROS/MG - II(15022060);1203;1772;569;SIM; SIM;SIM;SIM;7;37%;1;5;481;164;34%;191;91;48%;0;0;0%;314;146;47%;986;402;41%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - MONTES CLAROS/MG - III(16227115);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;TATIANE ALMEIDA;GE4-ROBSON CAVALCANTE;[ANHANGUERA/UNOPAR] - MORADA NOVA/CE - I(11088991);860;800;-60;SIM; NÃO;NÃO;SIM;5;0%;0;19;77;26;34%;0;0;0%;0;0;0%;4;3;68%;81;29;36%
CENTRO OESTE/NORTE;CARLOS SOARES;GE6-REGES MAURO MENEZES BRAGA;[ANHANGUERA/UNOPAR] - MORRINHOS/GO - I(3982);0;336;336;SIM; NÃO;NÃO;SIM;2;0%;1;0;131;49;37%;37;22;60%;0;0;0%;228;89;39%;395;160;40%
NORDESTE;MARCOS SANTOS;GE3-JEFFERSON LEAO;[ANHANGUERA/UNOPAR] - MORRO DO CHAPEU/BA - I(4298);0;83;83;SIM; NÃO;NÃO;NÃO;0;0%;0;0;48;16;34%;7;4;57%;0;0;0%;9;2;23%;63;22;35%
NORDESTE;MARCOS SANTOS;GE3-ELZA LEAL DOS SANTOS FERREIRA;[ANHANGUERA/UNOPAR] - MORTUGABA/BA - I(15188693);0;31;31;SIM; NÃO;NÃO;NÃO;0;0%;0;0;27;25;92%;0;0;0%;0;0;0%;0;0;0%;27;25;92%
REVENUE SHARE;FERNANDO GONTIJO;GE6-JOELMA CRESPO MORAES;[ANHANGUERA/UNOPAR] - MURIAE/MG - I(8552);746;1030;284;SIM; SIM;SIM;SIM;4;81%;0;40;235;106;45%;146;97;67%;55;17;31%;223;129;58%;658;349;53%
NORDESTE;MARCOS SANTOS;GE4-BENEDITO ANADAO;[ANHANGUERA/UNOPAR] - MURICI/AL - I(8553);217;140;-77;SIM; NÃO;NÃO;SIM;3;88%;0;0;60;10;17%;101;51;51%;0;0;0%;5;0;0%;166;62;37%
SUDESTE;CONSUELO NOBREGA;GE3-FABRICIO NORONHA CODIGNOLLE;[ANHANGUERA/UNOPAR] - MUZAMBINHO/MG - I(13572577);22;75;53;SIM; NÃO;NÃO;SIM;1;0%;0;0;71;27;38%;0;0;0%;0;0;0%;8;1;12%;79;28;35%
NORDESTE;TATIANE ALMEIDA;GE2-FERNANDO ANDRE DE PAULA CANUTO;[ANHANGUERA/UNOPAR] - NATAL/RN - I(4301);674;1088;414;SIM; NÃO;NÃO;SIM;4;18%;0;8;351;110;31%;104;33;32%;0;0;0%;126;36;28%;582;179;31%
NORDESTE;TATIANE ALMEIDA;GE2-FERNANDO ANDRE DE PAULA CANUTO;[ANHANGUERA/UNOPAR] - NATAL/RN - V(12881571);791;1033;242;SIM; NÃO;NÃO;SIM;5;0%;0;1;174;76;44%;67;33;50%;0;0;0%;44;26;59%;285;135;47%
SUL;TBD;GE11-MATTIELLO;[ANHANGUERA/UNOPAR] - NONOAI/RS - I(13823079);0;92;92;SIM; NÃO;SIM;SIM;1;8%;1;0;88;55;63%;0;0;0%;0;0;0%;15;2;13%;103;58;56%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - NOSSA SENHORA DO SOCORRO/SE - I(11105955);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;CARLOS SOARES;GE2-JOSE XAVIER RODOVALHO;[ANHANGUERA/UNOPAR] - NOVA CRIXAS/GO - I(13776668);0;115;115;SIM; NÃO;NÃO;SIM;2;0%;0;0;36;21;59%;21;23;110%;0;0;0%;65;33;51%;122;77;63%
NORDESTE;TATIANE ALMEIDA;GE2-CLAUDIANA PEDRO DA SILVA;[ANHANGUERA/UNOPAR] - NOVA CRUZ/RN - II(1051576);599;863;264;SIM; NÃO;NÃO;SIM;3;0%;1;65;187;102;54%;185;107;58%;0;0;0%;112;42;37%;484;322;66%
SUL;TBD;GE8-LEONEL STALLBAUM;[ANHANGUERA/UNOPAR] - NOVA ESPERANCA DO SUL/RS - I(15061058);0;18;18;SIM; NÃO;SIM;SIM;1;0%;0;0;25;2;8%;0;0;0%;0;0;0%;0;0;0%;25;2;8%
SUL;TBD;GE4-SCHMIDT;[ANHANGUERA/UNOPAR] - NOVA HARTZ/RS - I(15087071);0;79;79;SIM; NÃO;NÃO;SIM;3;0%;0;0;84;45;54%;0;0;0%;0;0;0%;4;0;0%;88;45;51%
SUDESTE;MARCOS MALACARNE;GE5-REGINALDO MARCELINO DE OLIVEIRA;[ANHANGUERA/UNOPAR] - NOVA LIMA/MG - I(7078);150;652;502;SIM; NÃO;NÃO;SIM;2;0%;0;78;172;87;51%;20;20;101%;0;0;0%;27;26;96%;219;133;61%
SUL;ANTONIO FERNANDES;GE4-DARCI CRUZ;[ANHANGUERA/UNOPAR] - NOVA LONDRINA/PR - I(15153059);0;35;35;SIM; NÃO;NÃO;SIM;3;0%;0;0;41;6;15%;0;0;0%;0;0;0%;1;0;0%;42;6;14%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE6-HORUS;[ANHANGUERA/UNOPAR] - NOVA MUTUM/MT - I(1059447);144;250;106;SIM; NÃO;NÃO;SIM;2;15%;1;4;200;54;27%;7;0;0%;0;0;0%;37;10;27%;244;64;26%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE9-GRUPO VIRTUS;[ANHANGUERA/UNOPAR] - NOVA OLIMPIA/MT - I(15074706);128;162;34;SIM; NÃO;SIM;SIM;2;17%;0;14;84;40;48%;0;0;0%;0;0;0%;5;1;20%;89;41;46%
NORDESTE;TATIANE ALMEIDA;GI-INEZ DE MARIA CASTRO ARAGAO;[ANHANGUERA/UNOPAR] - NOVA RUSSAS/CE - I(14022695);0;63;63;SIM; NÃO;NÃO;SIM;1;0%;0;0;73;26;36%;0;0;0%;0;0;0%;0;0;0%;73;26;36%
SUDESTE;CONSUELO NOBREGA;GE15-EVANDO LOPES;[ANHANGUERA/UNOPAR] - NOVA SERRANA/MG - I(11088996);84;269;185;SIM; NÃO;SIM;SIM;1;0%;1;3;130;58;45%;1;3;240%;0;0;0%;83;15;18%;214;76;36%
CENTRO OESTE/NORTE;CARLOS SOARES;GI-SEBASTIANA EUFRAUSO GOMES CUNHA;[ANHANGUERA/UNOPAR] - NOVO GAMA/GO - I(3741);11;276;265;SIM; NÃO;NÃO;NÃO;0;25%;0;11;68;47;69%;31;21;68%;0;0;0%;23;6;26%;122;74;61%
NORDESTE;MARCOS SANTOS;GE2-MARIA JOSE DE BRITO PEREIRA;[ANHANGUERA/UNOPAR] - OLHO DAGUA DAS FLORES/AL - I(8557);354;332;-22;SIM; NÃO;NÃO;SIM;3;94%;0;58;75;74;98%;141;140;99%;0;0;0%;58;37;63%;275;251;91%
SP INTERIOR;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - OURINHOS/SP - I(5748);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;1;0%;0;0;0%;0;0;0%;0;0;0%;0;1;0%
SUDESTE;CONSUELO NOBREGA;SEM INF;[ANHANGUERA/UNOPAR] - OURO BRANCO/MG - I(11089000);0;98;98;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;16;0%;0;1;0%;0;0;0%;0;1;0%;0;18;0%
SUDESTE;CONSUELO NOBREGA;GI-ROSELI COELHO DE OLIVEIRA CRUZ;[ANHANGUERA/UNOPAR] - OURO FINO/MG - I(14594382);0;46;46;SIM; SIM;NÃO;NÃO;0;0%;0;0;19;9;46%;0;0;0%;0;0;0%;0;0;0%;19;9;46%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GI-VERONICA DOS SANTOS QUINTANA AQUADO PERES;[ANHANGUERA/UNOPAR] - OURO PRETO DO OESTE/RO - I(1074489);394;582;188;SIM; NÃO;NÃO;SIM;1;0%;0;15;175;99;56%;1;4;360%;0;0;0%;51;33;65%;227;136;60%
SUDESTE;CONSUELO NOBREGA;GE15-EVANDO LOPES;[ANHANGUERA/UNOPAR] - OURO PRETO/MG - I(11629593);155;504;349;SIM; NÃO;SIM;SIM;2;0%;1;2;130;73;56%;6;3;48%;0;0;0%;126;60;48%;262;136;52%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE2-ALAN MARQUES DA SILVA;[ANHANGUERA/UNOPAR] - PACAJA/PA - I(14628834);297;357;60;SIM; NÃO;NÃO;SIM;4;0%;1;36;90;45;50%;1;1;100%;0;0;0%;55;20;36%;146;66;45%
SUL;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - PAICANDU/PR - I(15034167);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;ANTONIO FERNANDES;GE5-MARIA HELOISA COLASSO;[ANHANGUERA/UNOPAR] - PALHOCA/SC - I(3156);327;774;447;SIM; NÃO;NÃO;SIM;4;23%;1;23;252;132;52%;21;17;81%;0;0;0%;166;100;60%;439;249;57%
SUL;TBD;GE5-GRUPO BERGER;[ANHANGUERA/UNOPAR] - PALMA SOLA/SC - I(15118075);0;77;77;SIM; NÃO;NÃO;SIM;8;72%;0;0;116;48;41%;0;0;0%;0;0;0%;4;2;47%;121;50;41%
NORDESTE;RODRIGO BONFIM;GE2-WILSON BARRETO;[ANHANGUERA/UNOPAR] - PALMARES/PE - I(3157);945;1404;459;SIM; NÃO;NÃO;SIM;4;24%;0;13;196;106;54%;246;195;79%;0;0;0%;138;100;73%;580;401;69%
NORDESTE;MARCOS SANTOS;GE11-IZAURO GUIMARAES;[ANHANGUERA/UNOPAR] - PALMAS DE MONTE ALTO/BA - I(15049879);57;68;11;SIM; NÃO;SIM;SIM;5;0%;0;50;25;5;20%;0;0;0%;0;0;0%;0;0;0%;25;5;20%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE4-DEBORA MILHOMEM RIBEIRO TUNDELA;[ANHANGUERA/UNOPAR] - PALMAS/TO - II(4179037);527;829;302;SIM; NÃO;SIM;SIM;1;5%;1;21;347;103;30%;171;72;42%;0;0;0%;267;150;56%;785;326;42%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE3-DHARA LETICIA FRACADOSSO AMORIM;[ANHANGUERA/UNOPAR] - PALMAS/TO - IV(15074707);112;359;247;SIM; NÃO;NÃO;SIM;1;50%;0;54;76;41;54%;0;0;0%;0;0;0%;0;2;0%;76;62;81%
SUL;TBD;GI-CRISTINE DE SA DOS SANTOS;[ANHANGUERA/UNOPAR] - PALMEIRA DAS MISSOES/RS - I(1074603);25;76;51;SIM; NÃO;NÃO;SIM;1;0%;0;0;79;25;31%;0;0;0%;0;0;0%;6;2;31%;86;27;31%
NORDESTE;MARCOS SANTOS;GE3-ANTONIO MELO DE ALMEIDA;[ANHANGUERA/UNOPAR] - PALMEIRA DOS INDIOS/AL - I(4061);456;668;212;SIM; NÃO;NÃO;SIM;4;0%;0;6;141;60;43%;124;57;46%;0;0;0%;138;56;40%;403;173;43%
SUL;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - PALMEIRA/PR - I(14489750);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;1;0%;0;0;0%;0;0;0%;0;0;0%;0;1;0%
CENTRO OESTE/NORTE;CARLOS SOARES;GI-ANTONIO VICENTE GOMES DA SILVA;[ANHANGUERA/UNOPAR] - PALMEIRAS DE GOIAS/GO - I(13786504);0;271;271;SIM; NÃO;NÃO;SIM;1;0%;0;0;113;89;79%;0;0;0%;0;0;0%;7;3;43%;120;92;77%
SUL;TBD;GI-VITOR BRANDAO DA COSTA;[ANHANGUERA/UNOPAR] - PALMITINHO/RS - I(15370850);0;35;35;SIM; NÃO;NÃO;NÃO;0;0%;0;0;30;16;54%;0;0;0%;0;0;0%;1;1;93%;31;17;55%
SUL;TBD;GE2-CLEONI DAL MAGRO MOCELLIN;[ANHANGUERA/UNOPAR] - PALMITOS/SC - I(15160254);16;35;19;SIM; NÃO;NÃO;NÃO;0;0%;0;2;47;15;32%;0;0;0%;0;0;0%;1;0;0%;48;15;31%
SUL;TBD;GE2-SARAH BOSSARDI ZANETTE BRONZI;[ANHANGUERA/UNOPAR] - PANAMBI/RS - I(13583969);0;125;125;SIM; NÃO;NÃO;SIM;2;0%;0;0;86;50;58%;0;0;0%;0;0;0%;20;5;24%;106;56;53%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - PAPAGAIOS/MG - I(13932119);0;0;0;NÃO; SIM;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;CONSUELO NOBREGA;GE6-WILSON MORAES;[ANHANGUERA/UNOPAR] - PARA DE MINAS/MG - I(11346065);330;664;334;SIM; NÃO;NÃO;SIM;3;0%;1;1;279;125;45%;25;19;76%;0;0;0%;141;44;31%;445;188;42%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - PARAIBA DO SUL/RJ - I(14702547);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE4-DEBORA MILHOMEM RIBEIRO TUNDELA;[ANHANGUERA/UNOPAR] - PARAISO DO TOCANTINS/TO - I(1059581);353;893;540;SIM; NÃO;SIM;SIM;3;44%;1;31;318;104;33%;144;105;73%;0;0;0%;486;364;75%;948;573;60%
NORDESTE;RODRIGO BONFIM;GE5-CRISTIANE ASSUNCAO CORDEIRO;[ANHANGUERA/UNOPAR] - PARAMIRIM/BA - I(11791777);0;52;52;SIM; NÃO;NÃO;SIM;2;0%;0;0;75;41;55%;0;0;0%;0;0;0%;0;0;0%;75;41;55%
SUL;ANTONIO FERNANDES;GI-JACQUELINE DE FATIMA FONTOURA MARTINS;[ANHANGUERA/UNOPAR] - PARANAGUA/PR - I(1059387);464;597;133;SIM; NÃO;NÃO;NÃO;0;0%;0;10;115;46;40%;0;0;0%;0;0;0%;25;2;8%;140;59;42%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE4-MARIA MENSOR;[ANHANGUERA/UNOPAR] - PARANAITA/MT - I(15064735);22;44;22;SIM; NÃO;NÃO;NÃO;0;0%;0;14;37;14;38%;0;0;0%;0;0;0%;1;0;0%;38;14;37%
SUL;ANTONIO FERNANDES;GE4-DARCI CRUZ;[ANHANGUERA/UNOPAR] - PARANAVAI/PR - I(1051581);2;280;278;SIM; NÃO;NÃO;SIM;4;75%;0;418;170;51;30%;3;8;229%;0;0;0%;331;94;28%;504;153;30%
SUDESTE;CONSUELO NOBREGA;GE6-WILSON MORAES;[ANHANGUERA/UNOPAR] - PARAOPEBA/MG - I(11346066);149;299;150;SIM; NÃO;NÃO;SIM;1;20%;0;2;131;82;63%;35;9;26%;0;0;0%;13;4;31%;179;95;53%
NORDESTE;MARCOS SANTOS;GE4-MOIZES BARBOSA DA COSTA;[ANHANGUERA/UNOPAR] - PARATINGA/BA - II(15193509);144;129;-15;SIM; NÃO;NÃO;SIM;1;0%;0;5;8;16;199%;0;0;0%;0;0;0%;0;0;0%;8;16;199%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE3-EDIVALDO MACHADO BARBALHO;[ANHANGUERA/UNOPAR] - PARAUAPEBAS/PA - I(1051582);526;4101;3575;SIM; NÃO;SIM;SIM;6;13%;0;252;505;184;36%;550;335;61%;0;0;0%;1357;907;67%;2412;1426;59%
SUDESTE;CONSUELO NOBREGA;GI-GLECIMAR GUILHERME DA SILVA;[ANHANGUERA/UNOPAR] - PASSA QUATRO/MG - I(4304);0;237;237;SIM; NÃO;NÃO;NÃO;0;0%;0;0;47;21;45%;68;23;34%;0;0;0%;1;1;84%;115;45;39%
SUL;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - PASSO FUNDO/RS - I(3163);0;7;7;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;CONSUELO NOBREGA;GE15-EVANDO LOPES;[ANHANGUERA/UNOPAR] - PASSOS/MG - I(11089003);104;332;228;SIM; NÃO;SIM;SIM;1;0%;1;5;91;39;43%;0;1;0%;0;0;0%;89;39;44%;180;79;44%
SUL;ANTONIO FERNANDES;GE4-SANDRA PASQUALETTO;[ANHANGUERA/UNOPAR] - PATO BRANCO/PR - I(11088923);116;394;278;SIM; NÃO;NÃO;SIM;1;0%;0;17;213;79;37%;27;13;49%;0;0;0%;16;8;49%;257;100;39%
SUDESTE;CONSUELO NOBREGA;GE5-WALTER VARGAS JUNIOR;[ANHANGUERA/UNOPAR] - PATOS DE MINAS/MG - I(11595062);257;461;204;SIM; NÃO;NÃO;SIM;2;0%;1;0;149;86;58%;4;3;80%;0;0;0%;7;6;84%;160;95;59%
NORDESTE;TATIANE ALMEIDA;GE2-ALYSSON ALVES CARICIO;[ANHANGUERA/UNOPAR] - PATOS/PB - I(3743);328;905;577;SIM; NÃO;NÃO;SIM;1;31%;0;104;409;137;33%;269;128;48%;0;0;0%;362;203;56%;1039;468;45%
NORDESTE;RODRIGO BONFIM;GE4-WANDEYLSON JOSE DA SILVA;[ANHANGUERA/UNOPAR] - PAULISTA/PE - I(1051700);2;213;211;SIM; NÃO;NÃO;NÃO;0;0%;0;0;98;32;33%;13;8;62%;0;0;0%;15;2;13%;126;42;33%
NORDESTE;RODRIGO BONFIM;GE4-WANDEYLSON JOSE DA SILVA;[ANHANGUERA/UNOPAR] - PAULISTA/PE - II(15024065);0;150;150;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;80;26;33%;18;0;0%;0;0;0%;6;1;17%;104;27;26%
NORDESTE;MARCOS SANTOS;GE2-PEDRO FERNANDO DA SILVA;[ANHANGUERA/UNOPAR] - PAULO AFONSO/BA - I(3164);81;524;443;SIM; NÃO;NÃO;SIM;2;70%;0;1;164;63;38%;8;20;248%;0;0;0%;390;193;49%;562;277;49%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - PEDRA BRANCA DO AMAPARI/AP - I(14029345);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - PEDRA PRETA/MT - I(3162);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - PEDRINHAS/SE - I(15247720);0;2;2;NÃO; SIM;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;CONSUELO NOBREGA;GE6-WILSON MORAES;[ANHANGUERA/UNOPAR] - PEDRO LEOPOLDO/MG - I(11089005);125;252;127;SIM; NÃO;NÃO;NÃO;0;0%;0;6;89;38;43%;0;0;0%;0;0;0%;24;5;21%;113;49;43%
NORDESTE;RODRIGO BONFIM;GI-MARIA TANGNETH MENESES DE AMORIM GALVAO;[ANHANGUERA/UNOPAR] - PEDRO/PI - II(1059472);1;144;143;SIM; NÃO;NÃO;SIM;1;0%;1;0;108;44;41%;45;11;25%;0;0;0%;99;22;22%;252;77;31%
SUL;TBD;GE6-THOMAS BESSA;[ANHANGUERA/UNOPAR] - PELOTAS/RS - I(4306);127;429;302;SIM; SIM;NÃO;SIM;1;3%;0;4;143;96;67%;29;6;21%;0;0;0%;110;77;70%;281;180;64%
SUL;TBD;GE6-THOMAS BESSA;[ANHANGUERA/UNOPAR] - PELOTAS/RS - II(14630166);11;47;36;SIM; NÃO;NÃO;NÃO;0;0%;0;5;46;19;41%;0;0;0%;0;0;0%;5;0;0%;51;19;37%
SUL;TBD;GE6-THOMAS BESSA;[ANHANGUERA/UNOPAR] - PELOTAS/RS - III(15121831);28;108;80;SIM; NÃO;NÃO;NÃO;0;0%;0;4;65;19;29%;0;0;0%;0;0;0%;1;1;93%;66;26;40%
SUL;ANTONIO FERNANDES;GE4-VITORIA CAPRARO;[ANHANGUERA/UNOPAR] - PENHA/SC - I(12322608);0;107;107;SIM; NÃO;NÃO;SIM;6;0%;0;0;75;23;31%;24;4;16%;0;0;0%;12;1;8%;111;28;25%
SUDESTE;CONSUELO NOBREGA;GE6-WILSON MORAES;[ANHANGUERA/UNOPAR] - PEQUI/MG - I(15055592);15;70;55;SIM; NÃO;NÃO;NÃO;0;0%;0;0;39;23;59%;0;0;0%;0;0;0%;1;0;0%;40;23;58%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - PERDIGAO/MG - I(15131014);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;RODRIGO BONFIM;GI-SILVIA DO REGO BARROS MORCOURT DINIZ E SILVA;[ANHANGUERA/UNOPAR] - PESQUEIRA/PE - I(8034);0;135;135;SIM; NÃO;NÃO;NÃO;0;0%;0;0;58;23;39%;72;27;38%;0;0;0%;35;1;3%;165;51;31%
NORDESTE;RODRIGO BONFIM;GE2-PEDRO FERNANDO DA SILVA;[ANHANGUERA/UNOPAR] - PETROLANDIA/PE - I(12333399);1;98;97;SIM; NÃO;NÃO;NÃO;0;71%;0;0;39;13;33%;17;15;89%;0;0;0%;31;32;103%;88;60;69%
SUDESTE;SILVIA CUNHA;GE20-ANTONIO CARLOS DANTAS;[ANHANGUERA/UNOPAR] - PETROPOLIS/RJ - I(5749);332;1042;710;SIM; NÃO;SIM;SIM;2;0%;1;3;323;193;60%;37;26;70%;0;0;0%;111;133;120%;471;352;75%
SUDESTE;EM BRANCO;SEM INF;[ANHANGUERA/UNOPAR] - PETROPOLIS/RJ - II(14702343);0;4;4;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;RODRIGO BONFIM;GE2-ANDERSON RENNE MARCELINO DA SILVA;[ANHANGUERA/UNOPAR] - PICOS/PI - II(1051585);1139;1466;327;SIM; NÃO;NÃO;SIM;1;4%;0;0;151;55;36%;56;38;68%;0;0;0%;348;170;49%;555;263;47%
SUL;ANTONIO FERNANDES;GE8-BRUNA ELISE SAUER LEAL;[ANHANGUERA/UNOPAR] - PINHAIS/PR - I(13572579);591;898;307;SIM; NÃO;NÃO;NÃO;0;0%;1;8;359;118;33%;38;11;29%;0;0;0%;21;13;62%;418;142;34%
